MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PARTIAL_PROFIT_ENABLED,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
5,30,0,0.7,0.35,0.1,0.5,0.3,False,0.4291855595912002,0.18012500597571734,-0.12554730231496297,0.8305959232113832,170,0.5376344086021505,1429185.5595912002
5,30,0,0.7,0.35,0.1,0.5,0.5,False,0.4291855595912002,0.18012500597571734,-0.12554730231496297,0.8305959232113832,170,0.5376344086021505,1429185.5595912002
5,30,0,0.7,0.35,0.1,0.25,0.5,False,0.4291855595912002,0.18012500597571734,-0.12554730231496297,0.8305959232113832,170,0.5376344086021505,1429185.5595912002
5,30,0,0.7,0.35,0.1,0.25,0.3,False,0.4291855595912002,0.18012500597571734,-0.12554730231496297,0.8305959232113832,170,0.5376344086021505,1429185.5595912002
5,30,0,0.5,0.5,0.2,0.15,0.3,True,0.42773816968780104,0.179570557709414,-0.0938606872261216,0.9702572568612562,268,0.7247191011235955,1427738.169687801
5,30,0,0.5,0.5,0.2,0.15,0.5,True,0.42773816968780104,0.179570557709414,-0.0938606872261216,0.9702572568612562,268,0.7247191011235955,1427738.169687801
10,30,0,0.9,0.35,0.2,0.5,0.5,False,0.4245154963913993,0.17833497218521144,-0.14241399289734338,0.7442700132420728,106,0.6071428571428571,1424515.4963913993
10,30,0,0.9,0.35,0.2,0.5,0.3,False,0.4245154963913993,0.17833497218521144,-0.14241399289734338,0.7442700132420728,106,0.6071428571428571,1424515.4963913993
10,30,0,0.9,0.35,0.2,0.25,0.3,False,0.4245154963913993,0.17833497218521144,-0.14241399289734338,0.7442700132420728,106,0.6071428571428571,1424515.4963913993
10,30,0,0.9,0.35,0.2,0.25,0.5,False,0.4245154963913993,0.17833497218521144,-0.14241399289734338,0.7442700132420728,106,0.6071428571428571,1424515.4963913993
5,30,0,0.5,0.35,0.2,0.15,0.3,True,0.4229656847440009,0.17774023461685995,-0.09407117218499325,0.9521496537677492,268,0.7318435754189944,1422965.684744001
5,30,0,0.5,0.35,0.2,0.15,0.5,True,0.4229656847440009,0.17774023461685995,-0.09407117218499325,0.9521496537677492,268,0.7318435754189944,1422965.684744001
5,30,0,0.5,0.5,0.2,0.15,0.3,False,0.421688832866,0.17724998388215862,-0.13192805541175226,0.8140534313335336,174,0.5684210526315789,1421688.832866
5,30,0,0.5,0.5,0.2,0.15,0.5,False,0.421688832866,0.17724998388215862,-0.13192805541175226,0.8140534313335336,174,0.5684210526315789,1421688.832866
10,30,0,0.7,0.35,0.2,0.15,0.5,False,0.42156118416319976,0.17720095983811812,-0.1300989720449447,0.7546533181724253,142,0.5866666666666667,1421561.1841631997
10,30,0,0.7,0.35,0.2,0.15,0.3,False,0.42156118416319976,0.17720095983811812,-0.1300989720449447,0.7546533181724253,142,0.5866666666666667,1421561.1841631997
5,30,0,0.9,0.35,0.1,0.25,0.5,True,0.42111697785839997,0.17703034205692658,-0.10939298919457739,0.9208855886533381,254,0.6987951807228916,1421116.9778584
